"Producto","PrecioUnitario","pricelistName","ExternalID","PricelistItemsApplyOn","PricelistItemsComputePrice","PricelistItemsBasedOn","CodigoAlternativo"
"﻿25030 : ENDO BAG DESCARTABLE / USO","192.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"﻿25030 : ENDO BAG DESCARTABLE / USO","192.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"﻿25030 : ENDO BAG DESCARTABLE / USO","192.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"﻿25030 : ENDO BAG DESCARTABLE / USO","192.000000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"3-GEL ORAL 3ML / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"3-GEL ORAL 3ML / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"3-GEL ORAL 3ML / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"3-GEL ORAL 3ML / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"3-GEL ORAL 3ML / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"3-GEL ORAL 3ML / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"7UP / UNIDAD","10.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"7UP / UNIDAD","10.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"7UP / UNIDAD","10.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"7UP / UNIDAD","10.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"7UP / UNIDAD","10.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"7UP / UNIDAD","10.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS/CAFETERIA"
"A.T.M","206.800000","PRIVADO","3","Product","Fixed Price","Sales Price","RADIOLOGIA"
"A.T.M","206.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","RADIOLOGIA"
"A.T.M","206.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","RADIOLOGIA"
"A.T.M","225.600000","INTENSIVO","6","Product","Fixed Price","Sales Price","RADIOLOGIA"
"A.T.M","206.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","RADIOLOGIA"
"A.T.M","206.800000","SUITE","5","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABDOMEN PTE DE PIE ","198.000000","SUITE","5","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABDOMEN PTE DE PIE ","198.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABDOMEN PTE DE PIE ","216.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABDOMEN PTE DE PIE ","198.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABDOMEN PTE DE PIE ","198.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABDOMEN PTE DE PIE ","198.000000","PRIVADO","3","Product","Fixed Price","Sales Price","RADIOLOGIA"
"ABRAZADERAS HANGER DE 2 1/2" / UNIDAD","0.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2 1/2" / UNIDAD","0.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2 1/2" / UNIDAD","0.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2 1/2" / UNIDAD","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2 1/2" / UNIDAD","0.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2 1/2" / UNIDAD","0.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIALES DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2" / UNIDAD","0.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","MATERIAL DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2" / UNIDAD","0.000000","SUITE","5","Product","Fixed Price","Sales Price","MATERIAL DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2" / UNIDAD","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","MATERIAL DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2" / UNIDAD","0.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","MATERIAL DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2" / UNIDAD","0.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","MATERIAL DE COSTRUCCION"
"ABRAZADERAS HANGER DE 2" / UNIDAD","0.000000","PRIVADO","3","Product","Fixed Price","Sales Price","MATERIAL DE COSTRUCCION"
"ABRILAR (HEDERA HELIX) / TABLETA / 0.7 G","16.770000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR (HEDERA HELIX) / TABLETA / 0.7 G","20.020000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR (HEDERA HELIX) / TABLETA / 0.7 G","18.400000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR (HEDERA HELIX) / TABLETA / 0.7 G","20.020000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR (HEDERA HELIX) / TABLETA / 0.7 G","20.020000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR (HEDERA HELIX) / TABLETA / 0.7 G","20.020000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / CC","5.240000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / CC","5.240000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / CC","5.240000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / CC","4.810000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / CC","5.240000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / CC","4.390000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / FRASCO ","523.600000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / FRASCO ","438.600000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / FRASCO ","481.100000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / FRASCO ","523.600000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / FRASCO ","523.600000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABRILAR JARABE  (HEDERA HELIX) / 100 ML / FRASCO ","523.600000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / NUEVO","0.000000","SUITE","5","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / NUEVO","5760.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / NUEVO","0.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / NUEVO","5760.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / NUEVO","5760.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / NUEVO","5760.000000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / USO","1920.000000","PRIVADO","3","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / USO","1920.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / USO","1920.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / USO","1920.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / USO","1920.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","PINZAS"
"ABSTACK30X : ABSTACK FLEXIBLE 30 TACKERS ABSORBIBLES / USO","1920.000000","SUITE","5","Product","Fixed Price","Sales Price","PINZAS"
"ACEITE MINERAL / ACEITE CC","0.310000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACEITE MINERAL / ACEITE CC","0.310000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACEITE MINERAL / ACEITE CC","0.310000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACEITE MINERAL / ACEITE CC","0.280000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACEITE MINERAL / ACEITE CC","0.310000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACEITE MINERAL / ACEITE CC","0.260000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACEITE MINERAL / ACEITE GALON","1085.000000","PRIVADO","3","Product","Fixed Price","Sales Price","OUT"
"ACEITE MINERAL / ACEITE GALON","910.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","OUT"
"ACEITE MINERAL / ACEITE GALON","980.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","OUT"
"ACEITE MINERAL / ACEITE GALON","1085.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","OUT"
"ACEITE MINERAL / ACEITE GALON","1085.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","OUT"
"ACEITE MINERAL / ACEITE GALON","1085.000000","SUITE","5","Product","Fixed Price","Sales Price","OUT"
"ACETADIAZOL (ACETADIAZOL) / TABLET / 250 MG","103.490000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETADIAZOL (ACETADIAZOL) / TABLET / 250 MG","103.490000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETADIAZOL (ACETADIAZOL) / TABLET / 250 MG","103.490000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETADIAZOL (ACETADIAZOL) / TABLET / 250 MG","95.090000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETADIAZOL (ACETADIAZOL) / TABLET / 250 MG","86.690000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETADIAZOL (ACETADIAZOL) / TABLET / 250 MG","103.490000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / FRASCO / 120MG/5ML","103.490000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / FRASCO / 120MG/5ML","86.690000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / FRASCO / 120MG/5ML","95.090000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / FRASCO / 120MG/5ML","103.490000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / FRASCO / 120MG/5ML","103.490000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / FRASCO / 120MG/5ML","103.490000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / JARABE CC / 120MG/5ML","0.860000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / JARABE CC / 120MG/5ML","0.860000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / JARABE CC / 120MG/5ML","0.860000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / JARABE CC / 120MG/5ML","0.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / JARABE CC / 120MG/5ML","0.860000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / JARABE CC / 120MG/5ML","0.720000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / TABLETA / 500MG","1.240000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / TABLETA / 500MG","1.480000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / TABLETA / 500MG","1.360000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / TABLETA / 500MG","1.480000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / TABLETA / 500MG","1.480000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETAMINOFÉN / TABLETA / 500MG","1.480000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETONA (CETONA-PROPANONA) / CETONA / GALON","2380.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","OUT"
"ACETONA (CETONA-PROPANONA) / CETONA / GALON","2380.000000","SUITE","5","Product","Fixed Price","Sales Price","OUT"
"ACETONA (CETONA-PROPANONA) / CETONA / GALON","2380.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","OUT"
"ACETONA (CETONA-PROPANONA) / CETONA / GALON","2170.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","OUT"
"ACETONA (CETONA-PROPANONA) / CETONA / GALON","1995.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","OUT"
"ACETONA (CETONA-PROPANONA) / CETONA / GALON","2380.000000","PRIVADO","3","Product","Fixed Price","Sales Price","OUT"
"ACETONA (CETONA-PROPANONA) / CETONA CC","0.570000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETONA (CETONA-PROPANONA) / CETONA CC","0.680000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETONA (CETONA-PROPANONA) / CETONA CC","0.620000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETONA (CETONA-PROPANONA) / CETONA CC","0.680000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETONA (CETONA-PROPANONA) / CETONA CC","0.680000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACETONA (CETONA-PROPANONA) / CETONA CC","0.680000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / SOLUCION INYECTABLE/ 250 MG ","261.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / SOLUCION INYECTABLE/ 250 MG ","261.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / SOLUCION INYECTABLE/ 250 MG ","261.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / SOLUCION INYECTABLE/ 250 MG ","240.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / SOLUCION INYECTABLE/ 250 MG ","219.300000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / SOLUCION INYECTABLE/ 250 MG ","261.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TABLETA / 200 MG ","21.840000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TABLETA / 200 MG ","18.290000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TABLETA / 200 MG ","20.060000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TABLETA / 200 MG ","21.840000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TABLETA / 200 MG ","21.840000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TABLETA / 200 MG ","21.840000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TUBO / 5 G","152.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TUBO / 5 G","152.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TUBO / 5 G","152.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TUBO / 5 G","140.400000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TUBO / 5 G","127.990000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACICLOVIR / TUBO / 5 G","152.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ÁCIDO FÓLICO","231.000000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO FÓLICO","231.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO FÓLICO","231.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO FÓLICO","252.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO FÓLICO","231.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO FÓLICO","231.000000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"ACIDO FOLICO / TABLETA / 5 MG","1.360000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO FOLICO / TABLETA / 5 MG","1.360000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO FOLICO / TABLETA / 5 MG","1.360000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO FOLICO / TABLETA / 5 MG","1.250000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO FOLICO / TABLETA / 5 MG","1.360000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO FOLICO / TABLETA / 5 MG","1.140000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"ÁCIDO LÁCTICO","181.500000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO LÁCTICO","181.500000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO LÁCTICO","181.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO LÁCTICO","198.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO LÁCTICO","181.500000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO LÁCTICO","181.500000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO","95.700000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO","104.400000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO","95.700000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO","95.700000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO","95.700000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO","95.700000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA","95.700000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA","95.700000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA","95.700000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA","95.700000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA","104.400000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA","95.700000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA DE 24 HORAS","176.000000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA DE 24 HORAS","176.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA DE 24 HORAS","192.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA DE 24 HORAS","176.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA DE 24 HORAS","176.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO ÚRICO EN ORINA DE 24 HORAS","176.000000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO VALPRÓICO","275.000000","PRIVADO","3","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO VALPRÓICO","275.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO VALPRÓICO","275.000000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO VALPRÓICO","300.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO VALPRÓICO","275.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","LABORATORIOS"
"ÁCIDO VALPRÓICO","275.000000","SUITE","5","Product","Fixed Price","Sales Price","LABORATORIOS"
"ACIDO VALPROICO / VIAL / 500MG/5ML","291.060000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO VALPROICO / VIAL / 500MG/5ML","291.060000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"ACIDO VALPROICO / VIAL / 500MG/5ML","291.060000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
